Plane 1; Type_plane 1;Estela 1;Clasification 1;SID 1;Time_1;Plane 2; Type_plane 2; Estela 2; Clasification 2; SID 2; Time_2; Interval time (s); Delta_U (NM); Delta_V (NM); Distance_between (NM); Minima_radar; Minima_Estela; Minima_LoA; Radar Condition; Estela Condition; LoA Condition
VOE23TA ;A319;Media;R;;28924;TRA3A   ;B738;Media;R;Misma_SID_G1;28924;0;0,311699961248983;3,28469955623185;3,29943086247151;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28928;TRA3A   ;B738;Media;R;Misma_SID_G1;28928;0;0,2380112294504;3,36625413416855;3,37463334352068;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28932;TRA3A   ;B738;Media;R;Misma_SID_G1;28932;0;0,197003531533404;3,41286784159666;3,41852481789135;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28936;TRA3A   ;B738;Media;R;Misma_SID_G1;28936;0;0,200019966719569;3,42930895658421;3,43511356258217;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28940;TRA3A   ;B738;Media;R;Misma_SID_G1;28940;0;0,232027738036354;3,4181974142964;3,42604029967322;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28944;TRA3A   ;B738;Media;R;Misma_SID_G1;28944;0;0,28412064930485;3,40242508524013;3,41424470351111;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28948;TRA3A   ;B738;Media;R;Misma_SID_G1;28948;0;0,36945874083964;3,3883156783485;3,40837667667111;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28952;TRA3A   ;B738;Media;R;Misma_SID_G1;28952;0;0,470421872792317;3,37781590913885;3,410394051118;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28956;TRA3A   ;B738;Media;R;Misma_SID_G1;28956;0;0,593944897111928;3,38511451005991;3,43680381022599;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28960;TRA3A   ;B738;Media;R;Misma_SID_G1;28960;0;0,722839626868893;3,409687520601;3,48544298477634;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28964;TRA3A   ;B738;Media;R;Misma_SID_G1;28964;0;0,865349518859219;3,44078645214491;3,54791248326904;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28968;TRA3A   ;B738;Media;R;Misma_SID_G1;28968;0;1,01745707469444;3,48466627941302;3,63014494142529;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28972;TRA3A   ;B738;Media;R;Misma_SID_G1;28972;0;1,17613177906964;3,52900660017256;3,71981174724161;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28976;TRA3A   ;B738;Media;R;Misma_SID_G1;28976;0;1,3346941569352;3,57374730288204;3,81482570285617;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28980;TRA3A   ;B738;Media;R;Misma_SID_G1;28980;0;1,48897726037798;3,6126781353063;3,90746785255026;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28984;TRA3A   ;B738;Media;R;Misma_SID_G1;28984;0;1,62696506777511;3,62850427095469;3,97653894660127;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28988;TRA3A   ;B738;Media;R;Misma_SID_G1;28988;0;1,74823861925417;3,60829514936692;4,00948064958789;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28992;TRA3A   ;B738;Media;R;Misma_SID_G1;28992;0;1,88632006295259;3,58207325690074;4,04836454639513;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;28996;TRA3A   ;B738;Media;R;Misma_SID_G1;28996;0;2,02012748866387;3,5342208220559;4,07080307313449;3.0;N/A;3;True; N/A ;True
VOE23TA ;A319;Media;R;;29000;TRA3A   ;B738;Media;R;Misma_SID_G1;29000;0;2,15354030699595;3,47476399272744;4,0879737457181;3.0;N/A;3;True; N/A ;True
TRA3A   ;B738;Media;R;Misma_SID_G1;29048;VLG836M ;A320;Media;R;Misma_SID_G3;29048;0;1,82316232761756;6,29136927745807;6,55016567324037;3.0;N/A;3;True; N/A ;True
TRA3A   ;B738;Media;R;Misma_SID_G1;29052;VLG836M ;A320;Media;R;Misma_SID_G3;29052;0;1,82110941160359;6,40388410448602;6,6577469568088;3.0;N/A;3;True; N/A ;True
TRA3A   ;B738;Media;R;Misma_SID_G1;29056;VLG836M ;A320;Media;R;Misma_SID_G3;29056;0;1,85853903276437;6,47199104457794;6,73351803526908;3.0;N/A;3;True; N/A ;True
TRA3A   ;B738;Media;R;Misma_SID_G1;29060;VLG836M ;A320;Media;R;Misma_SID_G3;29060;0;1,92736629783658;6,49286179546515;6,77284546778071;3.0;N/A;3;True; N/A ;True
TRA3A   ;B738;Media;R;Misma_SID_G1;29064;VLG836M ;A320;Media;R;Misma_SID_G3;29064;0;2,02215895402026;6,49540091074357;6,80285317533337;3.0;N/A;3;True; N/A ;True
TRA3A   ;B738;Media;R;Misma_SID_G1;29068;VLG836M ;A320;Media;R;Misma_SID_G3;29068;0;2,16733114385962;6,44371741013774;6,79840297132053;3.0;N/A;3;True; N/A ;True
VLG836M ;A320;Media;R;Misma_SID_G3;29128;AAL743  ;B788;Pesada;R;Misma_SID_G1;29128;0;0,311149385134897;3,98373803371261;3,99584102894276;3.0;N/A;3;True; N/A ;True
VLG836M ;A320;Media;R;Misma_SID_G3;29132;AAL743  ;B788;Pesada;R;Misma_SID_G1;29132;0;0,124278688425086;4,13802133564632;4,13985759211099;3.0;N/A;3;True; N/A ;True
